id,notumor,meningioma,pituitary,glioma
186,notumor/Tr-no_1166.jpg,meningioma/Tr-me_1076.jpg,pituitary/Tr-pi_1166.jpg,glioma/Tr-gl_1166.jpg
187,notumor/Tr-no_1167.jpg,meningioma/Tr-me_1077.jpg,pituitary/Tr-pi_1167.jpg,glioma/Tr-gl_1167.jpg
188,notumor/Tr-no_1168.jpg,meningioma/Tr-me_1078.jpg,pituitary/Tr-pi_1168.jpg,glioma/Tr-gl_1168.jpg
189,notumor/Tr-no_1169.jpg,meningioma/Tr-me_1079.jpg,pituitary/Tr-pi_1169.jpg,glioma/Tr-gl_1169.jpg
190,notumor/Tr-no_117.jpg,meningioma/Tr-me_108.jpg,pituitary/Tr-pi_117.jpg,glioma/Tr-gl_117.jpg
191,notumor/Tr-no_1170.jpg,meningioma/Tr-me_1080.jpg,pituitary/Tr-pi_1170.jpg,glioma/Tr-gl_1170.jpg
192,notumor/Tr-no_1171.jpg,meningioma/Tr-me_1081.jpg,pituitary/Tr-pi_1171.jpg,glioma/Tr-gl_1171.jpg
193,notumor/Tr-no_1172.jpg,meningioma/Tr-me_1082.jpg,pituitary/Tr-pi_1172.jpg,glioma/Tr-gl_1172.jpg
194,notumor/Tr-no_1173.jpg,meningioma/Tr-me_1083.jpg,pituitary/Tr-pi_1173.jpg,glioma/Tr-gl_1173.jpg
195,notumor/Tr-no_1174.jpg,meningioma/Tr-me_1084.jpg,pituitary/Tr-pi_1174.jpg,glioma/Tr-gl_1174.jpg
196,notumor/Tr-no_1175.jpg,meningioma/Tr-me_1085.jpg,pituitary/Tr-pi_1175.jpg,glioma/Tr-gl_1175.jpg
197,notumor/Tr-no_1176.jpg,meningioma/Tr-me_1086.jpg,pituitary/Tr-pi_1176.jpg,glioma/Tr-gl_1176.jpg
198,notumor/Tr-no_1177.jpg,meningioma/Tr-me_1087.jpg,pituitary/Tr-pi_1177.jpg,glioma/Tr-gl_1177.jpg
199,notumor/Tr-no_1178.jpg,meningioma/Tr-me_1088.jpg,pituitary/Tr-pi_1178.jpg,glioma/Tr-gl_1178.jpg
200,notumor/Tr-no_1179.jpg,meningioma/Tr-me_1089.jpg,pituitary/Tr-pi_1179.jpg,glioma/Tr-gl_1179.jpg
201,notumor/Tr-no_118.jpg,meningioma/Tr-me_109.jpg,pituitary/Tr-pi_118.jpg,glioma/Tr-gl_118.jpg
202,notumor/Tr-no_1180.jpg,meningioma/Tr-me_1090.jpg,pituitary/Tr-pi_1180.jpg,glioma/Tr-gl_1180.jpg
203,notumor/Tr-no_1181.jpg,meningioma/Tr-me_1091.jpg,pituitary/Tr-pi_1181.jpg,glioma/Tr-gl_1181.jpg
204,notumor/Tr-no_1182.jpg,meningioma/Tr-me_1092.jpg,pituitary/Tr-pi_1182.jpg,glioma/Tr-gl_1182.jpg
205,notumor/Tr-no_1183.jpg,meningioma/Tr-me_1093.jpg,pituitary/Tr-pi_1183.jpg,glioma/Tr-gl_1183.jpg
206,notumor/Tr-no_1184.jpg,meningioma/Tr-me_1094.jpg,pituitary/Tr-pi_1184.jpg,glioma/Tr-gl_1184.jpg
207,notumor/Tr-no_1185.jpg,meningioma/Tr-me_1095.jpg,pituitary/Tr-pi_1185.jpg,glioma/Tr-gl_1185.jpg
208,notumor/Tr-no_1186.jpg,meningioma/Tr-me_1096.jpg,pituitary/Tr-pi_1186.jpg,glioma/Tr-gl_1186.jpg
209,notumor/Tr-no_1187.jpg,meningioma/Tr-me_1097.jpg,pituitary/Tr-pi_1187.jpg,glioma/Tr-gl_1187.jpg
210,notumor/Tr-no_1188.jpg,meningioma/Tr-me_1098.jpg,pituitary/Tr-pi_1188.jpg,glioma/Tr-gl_1188.jpg
211,notumor/Tr-no_1189.jpg,meningioma/Tr-me_1099.jpg,pituitary/Tr-pi_1189.jpg,glioma/Tr-gl_1189.jpg
212,notumor/Tr-no_119.jpg,meningioma/Tr-me_11.jpg,pituitary/Tr-pi_119.jpg,glioma/Tr-gl_119.jpg
213,notumor/Tr-no_1190.jpg,meningioma/Tr-me_110.jpg,pituitary/Tr-pi_1190.jpg,glioma/Tr-gl_1190.jpg
214,notumor/Tr-no_1191.jpg,meningioma/Tr-me_1100.jpg,pituitary/Tr-pi_1191.jpg,glioma/Tr-gl_1191.jpg
215,notumor/Tr-no_1192.jpg,meningioma/Tr-me_1101.jpg,pituitary/Tr-pi_1192.jpg,glioma/Tr-gl_1192.jpg
216,notumor/Tr-no_1193.jpg,meningioma/Tr-me_1102.jpg,pituitary/Tr-pi_1193.jpg,glioma/Tr-gl_1193.jpg
217,notumor/Tr-no_1194.jpg,meningioma/Tr-me_1103.jpg,pituitary/Tr-pi_1194.jpg,glioma/Tr-gl_1194.jpg
218,notumor/Tr-no_1195.jpg,meningioma/Tr-me_1104.jpg,pituitary/Tr-pi_1195.jpg,glioma/Tr-gl_1195.jpg
219,notumor/Tr-no_1196.jpg,meningioma/Tr-me_1105.jpg,pituitary/Tr-pi_1196.jpg,glioma/Tr-gl_1196.jpg
220,notumor/Tr-no_1197.jpg,meningioma/Tr-me_1106.jpg,pituitary/Tr-pi_1197.jpg,glioma/Tr-gl_1197.jpg
221,notumor/Tr-no_1198.jpg,meningioma/Tr-me_1107.jpg,pituitary/Tr-pi_1198.jpg,glioma/Tr-gl_1198.jpg
222,notumor/Tr-no_1199.jpg,meningioma/Tr-me_1108.jpg,pituitary/Tr-pi_1199.jpg,glioma/Tr-gl_1199.jpg
223,notumor/Tr-no_12.jpg,meningioma/Tr-me_1109.jpg,pituitary/Tr-pi_12.jpg,glioma/Tr-gl_12.jpg
224,notumor/Tr-no_120.jpg,meningioma/Tr-me_111.jpg,pituitary/Tr-pi_120.jpg,glioma/Tr-gl_120.jpg
225,notumor/Tr-no_1200.jpg,meningioma/Tr-me_1110.jpg,pituitary/Tr-pi_1200.jpg,glioma/Tr-gl_1200.jpg
226,notumor/Tr-no_1201.jpg,meningioma/Tr-me_1111.jpg,pituitary/Tr-pi_1201.jpg,glioma/Tr-gl_1201.jpg
227,notumor/Tr-no_1202.jpg,meningioma/Tr-me_1112.jpg,pituitary/Tr-pi_1202.jpg,glioma/Tr-gl_1202.jpg
228,notumor/Tr-no_1203.jpg,meningioma/Tr-me_1113.jpg,pituitary/Tr-pi_1203.jpg,glioma/Tr-gl_1203.jpg
229,notumor/Tr-no_1204.jpg,meningioma/Tr-me_1114.jpg,pituitary/Tr-pi_1204.jpg,glioma/Tr-gl_1204.jpg
230,notumor/Tr-no_1205.jpg,meningioma/Tr-me_1115.jpg,pituitary/Tr-pi_1205.jpg,glioma/Tr-gl_1205.jpg
231,notumor/Tr-no_1206.jpg,meningioma/Tr-me_1116.jpg,pituitary/Tr-pi_1206.jpg,glioma/Tr-gl_1206.jpg
232,notumor/Tr-no_1207.jpg,meningioma/Tr-me_1117.jpg,pituitary/Tr-pi_1207.jpg,glioma/Tr-gl_1207.jpg
233,notumor/Tr-no_1208.jpg,meningioma/Tr-me_1118.jpg,pituitary/Tr-pi_1208.jpg,glioma/Tr-gl_1208.jpg
234,notumor/Tr-no_1209.jpg,meningioma/Tr-me_1119.jpg,pituitary/Tr-pi_1209.jpg,glioma/Tr-gl_1209.jpg
235,notumor/Tr-no_121.jpg,meningioma/Tr-me_112.jpg,pituitary/Tr-pi_121.jpg,glioma/Tr-gl_121.jpg
236,notumor/Tr-no_1210.jpg,meningioma/Tr-me_1120.jpg,pituitary/Tr-pi_1210.jpg,glioma/Tr-gl_1210.jpg
237,notumor/Tr-no_1211.jpg,meningioma/Tr-me_1121.jpg,pituitary/Tr-pi_1211.jpg,glioma/Tr-gl_1211.jpg
238,notumor/Tr-no_1212.jpg,meningioma/Tr-me_1122.jpg,pituitary/Tr-pi_1212.jpg,glioma/Tr-gl_1212.jpg
239,notumor/Tr-no_1213.jpg,meningioma/Tr-me_1123.jpg,pituitary/Tr-pi_1213.jpg,glioma/Tr-gl_1213.jpg
240,notumor/Tr-no_1214.jpg,meningioma/Tr-me_1124.jpg,pituitary/Tr-pi_1214.jpg,glioma/Tr-gl_1214.jpg
241,notumor/Tr-no_1215.jpg,meningioma/Tr-me_1125.jpg,pituitary/Tr-pi_1215.jpg,glioma/Tr-gl_1215.jpg
242,notumor/Tr-no_1216.jpg,meningioma/Tr-me_1126.jpg,pituitary/Tr-pi_1216.jpg,glioma/Tr-gl_1216.jpg
243,notumor/Tr-no_1217.jpg,meningioma/Tr-me_1127.jpg,pituitary/Tr-pi_1217.jpg,glioma/Tr-gl_1217.jpg
244,notumor/Tr-no_1218.jpg,meningioma/Tr-me_1128.jpg,pituitary/Tr-pi_1218.jpg,glioma/Tr-gl_1218.jpg
245,notumor/Tr-no_1219.jpg,meningioma/Tr-me_1129.jpg,pituitary/Tr-pi_1219.jpg,glioma/Tr-gl_1219.jpg
246,notumor/Tr-no_122.jpg,meningioma/Tr-me_113.jpg,pituitary/Tr-pi_122.jpg,glioma/Tr-gl_122.jpg
247,notumor/Tr-no_1220.jpg,meningioma/Tr-me_1130.jpg,pituitary/Tr-pi_1220.jpg,glioma/Tr-gl_1220.jpg
248,notumor/Tr-no_1221.jpg,meningioma/Tr-me_1131.jpg,pituitary/Tr-pi_1221.jpg,glioma/Tr-gl_1221.jpg
249,notumor/Tr-no_1222.jpg,meningioma/Tr-me_1132.jpg,pituitary/Tr-pi_1222.jpg,glioma/Tr-gl_1222.jpg
250,notumor/Tr-no_1223.jpg,meningioma/Tr-me_1133.jpg,pituitary/Tr-pi_1223.jpg,glioma/Tr-gl_1223.jpg
251,notumor/Tr-no_1224.jpg,meningioma/Tr-me_1134.jpg,pituitary/Tr-pi_1224.jpg,glioma/Tr-gl_1224.jpg
252,notumor/Tr-no_1225.jpg,meningioma/Tr-me_1135.jpg,pituitary/Tr-pi_1225.jpg,glioma/Tr-gl_1225.jpg
253,notumor/Tr-no_1226.jpg,meningioma/Tr-me_1136.jpg,pituitary/Tr-pi_1226.jpg,glioma/Tr-gl_1226.jpg
254,notumor/Tr-no_1227.jpg,meningioma/Tr-me_1137.jpg,pituitary/Tr-pi_1227.jpg,glioma/Tr-gl_1227.jpg
255,notumor/Tr-no_1228.jpg,meningioma/Tr-me_1138.jpg,pituitary/Tr-pi_1228.jpg,glioma/Tr-gl_1228.jpg
256,notumor/Tr-no_1229.jpg,meningioma/Tr-me_1139.jpg,pituitary/Tr-pi_1229.jpg,glioma/Tr-gl_1229.jpg
257,notumor/Tr-no_123.jpg,meningioma/Tr-me_114.jpg,pituitary/Tr-pi_123.jpg,glioma/Tr-gl_123.jpg
258,notumor/Tr-no_1230.jpg,meningioma/Tr-me_1140.jpg,pituitary/Tr-pi_1230.jpg,glioma/Tr-gl_1230.jpg
259,notumor/Tr-no_1231.jpg,meningioma/Tr-me_1141.jpg,pituitary/Tr-pi_1231.jpg,glioma/Tr-gl_1231.jpg
260,notumor/Tr-no_1232.jpg,meningioma/Tr-me_1142.jpg,pituitary/Tr-pi_1232.jpg,glioma/Tr-gl_1232.jpg
261,notumor/Tr-no_1233.jpg,meningioma/Tr-me_1143.jpg,pituitary/Tr-pi_1233.jpg,glioma/Tr-gl_1233.jpg
262,notumor/Tr-no_1234.jpg,meningioma/Tr-me_1144.jpg,pituitary/Tr-pi_1234.jpg,glioma/Tr-gl_1234.jpg
263,notumor/Tr-no_1235.jpg,meningioma/Tr-me_1145.jpg,pituitary/Tr-pi_1235.jpg,glioma/Tr-gl_1235.jpg
264,notumor/Tr-no_1236.jpg,meningioma/Tr-me_1146.jpg,pituitary/Tr-pi_1236.jpg,glioma/Tr-gl_1236.jpg
265,notumor/Tr-no_1237.jpg,meningioma/Tr-me_1147.jpg,pituitary/Tr-pi_1237.jpg,glioma/Tr-gl_1237.jpg
266,notumor/Tr-no_1238.jpg,meningioma/Tr-me_1148.jpg,pituitary/Tr-pi_1238.jpg,glioma/Tr-gl_1238.jpg
267,notumor/Tr-no_1239.jpg,meningioma/Tr-me_1149.jpg,pituitary/Tr-pi_1239.jpg,glioma/Tr-gl_1239.jpg
268,notumor/Tr-no_124.jpg,meningioma/Tr-me_115.jpg,pituitary/Tr-pi_124.jpg,glioma/Tr-gl_124.jpg
269,notumor/Tr-no_1240.jpg,meningioma/Tr-me_1150.jpg,pituitary/Tr-pi_1240.jpg,glioma/Tr-gl_1240.jpg
270,notumor/Tr-no_1241.jpg,meningioma/Tr-me_1151.jpg,pituitary/Tr-pi_1241.jpg,glioma/Tr-gl_1241.jpg
271,notumor/Tr-no_1242.jpg,meningioma/Tr-me_1152.jpg,pituitary/Tr-pi_1242.jpg,glioma/Tr-gl_1242.jpg
272,notumor/Tr-no_1243.jpg,meningioma/Tr-me_1153.jpg,pituitary/Tr-pi_1243.jpg,glioma/Tr-gl_1243.jpg
273,notumor/Tr-no_1244.jpg,meningioma/Tr-me_1154.jpg,pituitary/Tr-pi_1244.jpg,glioma/Tr-gl_1244.jpg
274,notumor/Tr-no_1245.jpg,meningioma/Tr-me_1155.jpg,pituitary/Tr-pi_1245.jpg,glioma/Tr-gl_1245.jpg
275,notumor/Tr-no_1246.jpg,meningioma/Tr-me_1156.jpg,pituitary/Tr-pi_1246.jpg,glioma/Tr-gl_1246.jpg
276,notumor/Tr-no_1247.jpg,meningioma/Tr-me_1157.jpg,pituitary/Tr-pi_1247.jpg,glioma/Tr-gl_1247.jpg
277,notumor/Tr-no_1248.jpg,meningioma/Tr-me_1158.jpg,pituitary/Tr-pi_1248.jpg,glioma/Tr-gl_1248.jpg
278,notumor/Tr-no_1249.jpg,meningioma/Tr-me_1159.jpg,pituitary/Tr-pi_1249.jpg,glioma/Tr-gl_1249.jpg
279,notumor/Tr-no_125.jpg,meningioma/Tr-me_116.jpg,pituitary/Tr-pi_125.jpg,glioma/Tr-gl_125.jpg
280,notumor/Tr-no_1250.jpg,meningioma/Tr-me_1160.jpg,pituitary/Tr-pi_1250.jpg,glioma/Tr-gl_1250.jpg
281,notumor/Tr-no_1251.jpg,meningioma/Tr-me_1161.jpg,pituitary/Tr-pi_1251.jpg,glioma/Tr-gl_1251.jpg
282,notumor/Tr-no_1252.jpg,meningioma/Tr-me_1162.jpg,pituitary/Tr-pi_1252.jpg,glioma/Tr-gl_1252.jpg
283,notumor/Tr-no_1253.jpg,meningioma/Tr-me_1163.jpg,pituitary/Tr-pi_1253.jpg,glioma/Tr-gl_1253.jpg
284,notumor/Tr-no_1254.jpg,meningioma/Tr-me_1164.jpg,pituitary/Tr-pi_1254.jpg,glioma/Tr-gl_1254.jpg
285,notumor/Tr-no_1255.jpg,meningioma/Tr-me_1165.jpg,pituitary/Tr-pi_1255.jpg,glioma/Tr-gl_1255.jpg
286,notumor/Tr-no_1256.jpg,meningioma/Tr-me_1166.jpg,pituitary/Tr-pi_1256.jpg,glioma/Tr-gl_1256.jpg
287,notumor/Tr-no_1257.jpg,meningioma/Tr-me_1167.jpg,pituitary/Tr-pi_1257.jpg,glioma/Tr-gl_1257.jpg
288,notumor/Tr-no_1258.jpg,meningioma/Tr-me_1168.jpg,pituitary/Tr-pi_1258.jpg,glioma/Tr-gl_1258.jpg
289,notumor/Tr-no_1259.jpg,meningioma/Tr-me_1169.jpg,pituitary/Tr-pi_1259.jpg,glioma/Tr-gl_1259.jpg
290,notumor/Tr-no_126.jpg,meningioma/Tr-me_117.jpg,pituitary/Tr-pi_126.jpg,glioma/Tr-gl_126.jpg
291,notumor/Tr-no_1260.jpg,meningioma/Tr-me_1170.jpg,pituitary/Tr-pi_1260.jpg,glioma/Tr-gl_1260.jpg
292,notumor/Tr-no_1261.jpg,meningioma/Tr-me_1171.jpg,pituitary/Tr-pi_1261.jpg,glioma/Tr-gl_1261.jpg
293,notumor/Tr-no_1262.jpg,meningioma/Tr-me_1172.jpg,pituitary/Tr-pi_1262.jpg,glioma/Tr-gl_1262.jpg
294,notumor/Tr-no_1263.jpg,meningioma/Tr-me_1173.jpg,pituitary/Tr-pi_1263.jpg,glioma/Tr-gl_1263.jpg
295,notumor/Tr-no_1264.jpg,meningioma/Tr-me_1174.jpg,pituitary/Tr-pi_1264.jpg,glioma/Tr-gl_1264.jpg
296,notumor/Tr-no_1265.jpg,meningioma/Tr-me_1175.jpg,pituitary/Tr-pi_1265.jpg,glioma/Tr-gl_1265.jpg
297,notumor/Tr-no_1266.jpg,meningioma/Tr-me_1176.jpg,pituitary/Tr-pi_1266.jpg,glioma/Tr-gl_1266.jpg
298,notumor/Tr-no_1267.jpg,meningioma/Tr-me_1177.jpg,pituitary/Tr-pi_1267.jpg,glioma/Tr-gl_1267.jpg
299,notumor/Tr-no_1268.jpg,meningioma/Tr-me_1178.jpg,pituitary/Tr-pi_1268.jpg,glioma/Tr-gl_1268.jpg
300,notumor/Tr-no_1269.jpg,meningioma/Tr-me_1179.jpg,pituitary/Tr-pi_1269.jpg,glioma/Tr-gl_1269.jpg
301,notumor/Tr-no_127.jpg,meningioma/Tr-me_118.jpg,pituitary/Tr-pi_127.jpg,glioma/Tr-gl_127.jpg
302,notumor/Tr-no_1270.jpg,meningioma/Tr-me_1180.jpg,pituitary/Tr-pi_1270.jpg,glioma/Tr-gl_1270.jpg
303,notumor/Tr-no_1271.jpg,meningioma/Tr-me_1181.jpg,pituitary/Tr-pi_1271.jpg,glioma/Tr-gl_1271.jpg
304,notumor/Tr-no_1272.jpg,meningioma/Tr-me_1182.jpg,pituitary/Tr-pi_1272.jpg,glioma/Tr-gl_1272.jpg
305,notumor/Tr-no_1273.jpg,meningioma/Tr-me_1183.jpg,pituitary/Tr-pi_1273.jpg,glioma/Tr-gl_1273.jpg
306,notumor/Tr-no_1274.jpg,meningioma/Tr-me_1184.jpg,pituitary/Tr-pi_1274.jpg,glioma/Tr-gl_1274.jpg
307,notumor/Tr-no_1275.jpg,meningioma/Tr-me_1185.jpg,pituitary/Tr-pi_1275.jpg,glioma/Tr-gl_1275.jpg
308,notumor/Tr-no_1276.jpg,meningioma/Tr-me_1186.jpg,pituitary/Tr-pi_1276.jpg,glioma/Tr-gl_1276.jpg
309,notumor/Tr-no_1277.jpg,meningioma/Tr-me_1187.jpg,pituitary/Tr-pi_1277.jpg,glioma/Tr-gl_1277.jpg
310,notumor/Tr-no_1278.jpg,meningioma/Tr-me_1188.jpg,pituitary/Tr-pi_1278.jpg,glioma/Tr-gl_1278.jpg
311,notumor/Tr-no_1279.jpg,meningioma/Tr-me_1189.jpg,pituitary/Tr-pi_1279.jpg,glioma/Tr-gl_1279.jpg
312,notumor/Tr-no_128.jpg,meningioma/Tr-me_119.jpg,pituitary/Tr-pi_128.jpg,glioma/Tr-gl_128.jpg
313,notumor/Tr-no_1280.jpg,meningioma/Tr-me_1190.jpg,pituitary/Tr-pi_1280.jpg,glioma/Tr-gl_1280.jpg
314,notumor/Tr-no_1281.jpg,meningioma/Tr-me_1191.jpg,pituitary/Tr-pi_1281.jpg,glioma/Tr-gl_1281.jpg
315,notumor/Tr-no_1282.jpg,meningioma/Tr-me_1192.jpg,pituitary/Tr-pi_1282.jpg,glioma/Tr-gl_1282.jpg
316,notumor/Tr-no_1283.jpg,meningioma/Tr-me_1193.jpg,pituitary/Tr-pi_1283.jpg,glioma/Tr-gl_1283.jpg
317,notumor/Tr-no_1284.jpg,meningioma/Tr-me_1194.jpg,pituitary/Tr-pi_1284.jpg,glioma/Tr-gl_1284.jpg
318,notumor/Tr-no_1285.jpg,meningioma/Tr-me_1195.jpg,pituitary/Tr-pi_1285.jpg,glioma/Tr-gl_1285.jpg
319,notumor/Tr-no_1286.jpg,meningioma/Tr-me_1196.jpg,pituitary/Tr-pi_1286.jpg,glioma/Tr-gl_1286.jpg
320,notumor/Tr-no_1287.jpg,meningioma/Tr-me_1197.jpg,pituitary/Tr-pi_1287.jpg,glioma/Tr-gl_1287.jpg
321,notumor/Tr-no_1288.jpg,meningioma/Tr-me_1198.jpg,pituitary/Tr-pi_1288.jpg,glioma/Tr-gl_1288.jpg
322,notumor/Tr-no_1289.jpg,meningioma/Tr-me_1199.jpg,pituitary/Tr-pi_1289.jpg,glioma/Tr-gl_1289.jpg
323,notumor/Tr-no_129.jpg,meningioma/Tr-me_12.jpg,pituitary/Tr-pi_129.jpg,glioma/Tr-gl_129.jpg
324,notumor/Tr-no_1290.jpg,meningioma/Tr-me_120.jpg,pituitary/Tr-pi_1290.jpg,glioma/Tr-gl_1290.jpg
325,notumor/Tr-no_1291.jpg,meningioma/Tr-me_1200.jpg,pituitary/Tr-pi_1291.jpg,glioma/Tr-gl_1291.jpg
326,notumor/Tr-no_1292.jpg,meningioma/Tr-me_1201.jpg,pituitary/Tr-pi_1292.jpg,glioma/Tr-gl_1292.jpg
327,notumor/Tr-no_1293.jpg,meningioma/Tr-me_1202.jpg,pituitary/Tr-pi_1293.jpg,glioma/Tr-gl_1293.jpg
328,notumor/Tr-no_1294.jpg,meningioma/Tr-me_1203.jpg,pituitary/Tr-pi_1294.jpg,glioma/Tr-gl_1294.jpg
329,notumor/Tr-no_1295.jpg,meningioma/Tr-me_1204.jpg,pituitary/Tr-pi_1295.jpg,glioma/Tr-gl_1295.jpg
330,notumor/Tr-no_1296.jpg,meningioma/Tr-me_1205.jpg,pituitary/Tr-pi_1296.jpg,glioma/Tr-gl_1296.jpg
331,notumor/Tr-no_1297.jpg,meningioma/Tr-me_1206.jpg,pituitary/Tr-pi_1297.jpg,glioma/Tr-gl_1297.jpg
332,notumor/Tr-no_1298.jpg,meningioma/Tr-me_1207.jpg,pituitary/Tr-pi_1298.jpg,glioma/Tr-gl_1298.jpg
333,notumor/Tr-no_1299.jpg,meningioma/Tr-me_1208.jpg,pituitary/Tr-pi_1299.jpg,glioma/Tr-gl_1299.jpg
334,notumor/Tr-no_13.jpg,meningioma/Tr-me_1209.jpg,pituitary/Tr-pi_13.jpg,glioma/Tr-gl_13.jpg
335,notumor/Tr-no_130.jpg,meningioma/Tr-me_121.jpg,pituitary/Tr-pi_130.jpg,glioma/Tr-gl_130.jpg
336,notumor/Tr-no_1300.jpg,meningioma/Tr-me_1210.jpg,pituitary/Tr-pi_1300.jpg,glioma/Tr-gl_1300.jpg
337,notumor/Tr-no_1301.jpg,meningioma/Tr-me_1211.jpg,pituitary/Tr-pi_1301.jpg,glioma/Tr-gl_1301.jpg
338,notumor/Tr-no_1302.jpg,meningioma/Tr-me_1212.jpg,pituitary/Tr-pi_1302.jpg,glioma/Tr-gl_1302.jpg
339,notumor/Tr-no_1303.jpg,meningioma/Tr-me_1213.jpg,pituitary/Tr-pi_1303.jpg,glioma/Tr-gl_1303.jpg
340,notumor/Tr-no_1304.jpg,meningioma/Tr-me_1214.jpg,pituitary/Tr-pi_1304.jpg,glioma/Tr-gl_1304.jpg
341,notumor/Tr-no_1305.jpg,meningioma/Tr-me_1215.jpg,pituitary/Tr-pi_1305.jpg,glioma/Tr-gl_1305.jpg
342,notumor/Tr-no_1306.jpg,meningioma/Tr-me_1216.jpg,pituitary/Tr-pi_1306.jpg,glioma/Tr-gl_1306.jpg
343,notumor/Tr-no_1307.jpg,meningioma/Tr-me_1217.jpg,pituitary/Tr-pi_1307.jpg,glioma/Tr-gl_1307.jpg
344,notumor/Tr-no_1308.jpg,meningioma/Tr-me_1218.jpg,pituitary/Tr-pi_1308.jpg,glioma/Tr-gl_1308.jpg
345,notumor/Tr-no_1309.jpg,meningioma/Tr-me_1219.jpg,pituitary/Tr-pi_1309.jpg,glioma/Tr-gl_1309.jpg
346,notumor/Tr-no_131.jpg,meningioma/Tr-me_122.jpg,pituitary/Tr-pi_131.jpg,glioma/Tr-gl_131.jpg
347,notumor/Tr-no_1310.jpg,meningioma/Tr-me_1220.jpg,pituitary/Tr-pi_1310.jpg,glioma/Tr-gl_1310.jpg
348,notumor/Tr-no_1311.jpg,meningioma/Tr-me_1221.jpg,pituitary/Tr-pi_1311.jpg,glioma/Tr-gl_1311.jpg
349,notumor/Tr-no_1312.jpg,meningioma/Tr-me_1222.jpg,pituitary/Tr-pi_1312.jpg,glioma/Tr-gl_1312.jpg
350,notumor/Tr-no_1313.jpg,meningioma/Tr-me_1223.jpg,pituitary/Tr-pi_1313.jpg,glioma/Tr-gl_1313.jpg
351,notumor/Tr-no_1314.jpg,meningioma/Tr-me_1224.jpg,pituitary/Tr-pi_1314.jpg,glioma/Tr-gl_1314.jpg
352,notumor/Tr-no_1315.jpg,meningioma/Tr-me_1225.jpg,pituitary/Tr-pi_1315.jpg,glioma/Tr-gl_1315.jpg
353,notumor/Tr-no_1316.jpg,meningioma/Tr-me_1226.jpg,pituitary/Tr-pi_1316.jpg,glioma/Tr-gl_1316.jpg
354,notumor/Tr-no_1317.jpg,meningioma/Tr-me_1227.jpg,pituitary/Tr-pi_1317.jpg,glioma/Tr-gl_1317.jpg
355,notumor/Tr-no_1318.jpg,meningioma/Tr-me_1228.jpg,pituitary/Tr-pi_1318.jpg,glioma/Tr-gl_1318.jpg
356,notumor/Tr-no_1319.jpg,meningioma/Tr-me_1229.jpg,pituitary/Tr-pi_1319.jpg,glioma/Tr-gl_1319.jpg
357,notumor/Tr-no_132.jpg,meningioma/Tr-me_123.jpg,pituitary/Tr-pi_132.jpg,glioma/Tr-gl_132.jpg
358,notumor/Tr-no_1320.jpg,meningioma/Tr-me_1230.jpg,pituitary/Tr-pi_1320.jpg,glioma/Tr-gl_1320.jpg
359,notumor/Tr-no_1321.jpg,meningioma/Tr-me_1231.jpg,pituitary/Tr-pi_1321.jpg,glioma/Tr-gl_1321.jpg
360,notumor/Tr-no_1322.jpg,meningioma/Tr-me_1232.jpg,pituitary/Tr-pi_1322.jpg,glioma/Tr-gl_1322.jpg
361,notumor/Tr-no_1323.jpg,meningioma/Tr-me_1233.jpg,pituitary/Tr-pi_1323.jpg,glioma/Tr-gl_1323.jpg
362,notumor/Tr-no_1324.jpg,meningioma/Tr-me_1234.jpg,pituitary/Tr-pi_1324.jpg,glioma/Tr-gl_1324.jpg
363,notumor/Tr-no_1325.jpg,meningioma/Tr-me_1235.jpg,pituitary/Tr-pi_1325.jpg,glioma/Tr-gl_1325.jpg
364,notumor/Tr-no_1326.jpg,meningioma/Tr-me_1236.jpg,pituitary/Tr-pi_1326.jpg,glioma/Tr-gl_1326.jpg
365,notumor/Tr-no_1327.jpg,meningioma/Tr-me_1237.jpg,pituitary/Tr-pi_1327.jpg,glioma/Tr-gl_1327.jpg
366,notumor/Tr-no_1328.jpg,meningioma/Tr-me_1238.jpg,pituitary/Tr-pi_1328.jpg,glioma/Tr-gl_1328.jpg
367,notumor/Tr-no_1329.jpg,meningioma/Tr-me_1239.jpg,pituitary/Tr-pi_1329.jpg,glioma/Tr-gl_1329.jpg
368,notumor/Tr-no_133.jpg,meningioma/Tr-me_124.jpg,pituitary/Tr-pi_133.jpg,glioma/Tr-gl_133.jpg
369,notumor/Tr-no_1330.jpg,meningioma/Tr-me_1240.jpg,pituitary/Tr-pi_1330.jpg,glioma/Tr-gl_1330.jpg
370,notumor/Tr-no_1331.jpg,meningioma/Tr-me_1241.jpg,pituitary/Tr-pi_1331.jpg,glioma/Tr-gl_1331.jpg
371,notumor/Tr-no_1332.jpg,meningioma/Tr-me_1242.jpg,pituitary/Tr-pi_1332.jpg,glioma/Tr-gl_1332.jpg
372,notumor/Tr-no_1333.jpg,meningioma/Tr-me_1243.jpg,pituitary/Tr-pi_1333.jpg,glioma/Tr-gl_1333.jpg
373,notumor/Tr-no_1334.jpg,meningioma/Tr-me_1244.jpg,pituitary/Tr-pi_1334.jpg,glioma/Tr-gl_1334.jpg
374,notumor/Tr-no_1335.jpg,meningioma/Tr-me_1245.jpg,pituitary/Tr-pi_1335.jpg,glioma/Tr-gl_1335.jpg
